loan_id,name,date_of_birth,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,CIBIL_rating,income_level,loan_rating,loan_term_type,dependent_level,edu_status,type_employment,loan_approval
155,Mr. Matthew Valdez,1983-02-14,3,Not Graduate,No,9400000,35000000,16,548,18200000,4400000,36100000,4800000,Rejected,Poor,High,Platinum,Long Term,Moderate,0,0,0
156,Shawn Reid,1961-08-24,5,Not Graduate,No,5000000,11200000,8,701,9100000,500000,14000000,4600000,Approved,Good,Upper-Middle,Silver,Intermediate,High,0,0,1
157,Scott Oliver,1991-07-10,2,Graduate,No,3000000,7700000,12,890,4700000,4300000,8400000,2100000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Moderate,1,0,1
158,Elizabeth Hansen,1984-05-10,5,Not Graduate,Yes,9900000,33300000,6,364,5300000,18700000,27800000,8300000,Rejected,Poor,High,Platinum,Short Term,High,0,1,0
159,Mary Stone,1994-02-22,5,Graduate,Yes,700000,1300000,20,704,1600000,0,2200000,600000,Approved,Good,Low,Bronze,Long Term,High,1,1,1
160,Denise Mcdowell,1990-09-28,3,Graduate,Yes,4000000,10600000,10,318,1500000,5100000,8000000,4900000,Rejected,Poor,Low-Middle,Silver,Intermediate,Moderate,1,1,0
161,Jacqueline Bean,1992-05-24,5,Not Graduate,No,3100000,9600000,2,761,5800000,1800000,10400000,4200000,Approved,Excellent,Low-Middle,Bronze,Short Term,High,0,0,1
162,Emma Ross,1975-04-06,4,Not Graduate,No,4500000,15100000,6,693,3700000,1500000,17800000,6000000,Approved,Good,Upper-Middle,Silver,Short Term,High,0,0,1
163,Kimberly Palmer,1999-11-13,3,Not Graduate,No,9700000,20600000,16,524,24200000,11100000,27400000,6100000,Rejected,Poor,High,Gold,Long Term,Moderate,0,0,0
164,Patrick Hernandez,1962-01-20,2,Not Graduate,Yes,2000000,5300000,10,681,4900000,1400000,4300000,2900000,Approved,Good,Low-Middle,Bronze,Intermediate,Moderate,0,1,1
165,Nicholas Shepherd,1960-07-27,2,Graduate,Yes,8100000,22300000,18,737,22300000,12600000,27000000,7300000,Approved,Good,High,Gold,Long Term,Moderate,1,1,1
166,Stephen Vasquez,1960-09-12,0,Not Graduate,No,5700000,15900000,16,638,100000,9500000,16300000,4500000,Approved,Average,Upper-Middle,Silver,Long Term,Low,0,0,1
167,Linda Adams,1993-11-14,4,Not Graduate,No,5800000,12800000,2,656,500000,5000000,16000000,2800000,Approved,Good,Upper-Middle,Silver,Short Term,High,0,0,1
168,Andrea Riddle,2001-04-02,1,Graduate,No,1800000,6500000,6,540,2500000,3200000,5000000,1100000,Rejected,Poor,Low-Middle,Bronze,Short Term,Low,1,0,0
169,Michael Myers,1974-01-27,4,Not Graduate,Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,Rejected,Poor,High,Platinum,Short Term,High,0,1,0
170,William Harris,1991-08-03,0,Not Graduate,Yes,4800000,17500000,2,371,11700000,6800000,18700000,3500000,Approved,Poor,Upper-Middle,Silver,Short Term,Low,0,1,1
171,James Nguyen,1996-08-22,3,Not Graduate,Yes,3800000,10500000,12,886,4000000,500000,14900000,2300000,Approved,Excellent,Low-Middle,Silver,Intermediate,Moderate,0,1,1
172,Heather Sanchez,1980-01-01,0,Not Graduate,No,1900000,4100000,18,801,400000,800000,4800000,1200000,Approved,Excellent,Low-Middle,Bronze,Long Term,Low,0,0,1
173,Vanessa Brown,1988-02-22,3,Not Graduate,Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000,Approved,Good,Low-Middle,Bronze,Long Term,Moderate,0,1,1
174,Leslie Salazar,2005-11-21,2,Not Graduate,Yes,7400000,28200000,8,376,21900000,5000000,17400000,5200000,Rejected,Poor,Upper-Middle,Gold,Intermediate,Moderate,0,1,0
175,Walter Allison,1968-10-07,4,Not Graduate,Yes,6600000,14300000,8,371,10800000,9500000,18500000,7400000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
176,Bruce Cooper,1958-11-12,2,Graduate,No,1800000,5300000,6,826,4500000,700000,6500000,1300000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,1,0,1
177,Robyn Smith,1967-06-26,4,Not Graduate,No,9200000,27200000,12,873,4500000,1800000,33800000,11400000,Approved,Excellent,High,Gold,Intermediate,High,0,0,1
178,Emily Johnson,2000-01-17,5,Not Graduate,Yes,2400000,8600000,8,309,500000,600000,5700000,2800000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,1,0
179,Jacob Olson,1997-04-05,4,Not Graduate,No,5600000,13300000,20,869,3300000,7500000,20000000,6500000,Approved,Excellent,Upper-Middle,Silver,Long Term,High,0,0,1
180,Ashley Lopez,1965-10-27,5,Graduate,No,3800000,13900000,12,534,4700000,2900000,8200000,2800000,Rejected,Poor,Low-Middle,Silver,Intermediate,High,1,0,0
181,Leonard Andrade,1988-10-27,3,Not Graduate,Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000,Approved,Excellent,Upper-Middle,Silver,Short Term,Moderate,0,1,1
182,Maria Lee,1978-06-27,0,Graduate,Yes,900000,2200000,16,566,100000,700000,2000000,600000,Approved,Average,Low,Bronze,Long Term,Low,1,1,1
183,Robert Rose,1994-12-05,0,Not Graduate,No,2800000,9900000,8,742,4900000,1300000,6700000,1700000,Approved,Good,Low-Middle,Bronze,Intermediate,Low,0,0,1
184,Michael Garcia,1978-10-27,2,Not Graduate,No,7500000,23100000,4,824,12100000,10900000,26300000,9500000,Approved,Excellent,Upper-Middle,Gold,Short Term,Moderate,0,0,1
185,Stephen Estrada,1980-08-23,4,Graduate,No,1400000,3100000,14,575,3000000,2100000,4900000,1400000,Approved,Average,Low-Middle,Bronze,Intermediate,High,1,0,1
186,Kimberly Kramer,1981-06-29,2,Graduate,Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,Approved,Excellent,Low-Middle,Silver,Intermediate,Moderate,1,1,1
187,Jermaine Wilson,1990-04-21,1,Not Graduate,Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Low,0,1,1
188,Carl Wilson,1964-04-24,3,Graduate,Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,Approved,Average,High,Platinum,Short Term,Moderate,1,1,1
189,Randy Wallace,2005-11-03,5,Not Graduate,Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000,Approved,Average,Upper-Middle,Gold,Short Term,High,0,1,1
190,Vanessa Baldwin,1971-07-26,1,Not Graduate,No,7400000,19800000,18,458,12600000,6200000,27700000,4000000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,0,0
191,Mario Lee,1976-01-30,1,Not Graduate,No,9000000,28200000,16,327,1700000,2300000,24000000,11200000,Rejected,Poor,High,Gold,Long Term,Low,0,0,0
192,Cindy Castillo,1974-05-01,0,Not Graduate,No,3000000,6500000,2,612,8800000,3400000,6700000,1700000,Approved,Average,Low-Middle,Bronze,Short Term,Low,0,0,1
193,Eric Molina,2001-01-20,1,Graduate,No,800000,2900000,8,682,2200000,1100000,2900000,700000,Approved,Good,Low,Bronze,Intermediate,Low,1,0,1
194,Michael Espinoza,1992-11-19,2,Graduate,No,4800000,13200000,2,583,13700000,5800000,9500000,5200000,Approved,Average,Upper-Middle,Silver,Short Term,Moderate,1,0,1
195,Lauren Trujillo,1958-09-01,5,Not Graduate,No,6400000,18300000,8,697,10000000,3600000,22500000,3600000,Approved,Good,Upper-Middle,Silver,Intermediate,High,0,0,1
196,Lindsey Gallagher,1977-07-29,3,Graduate,No,9200000,27100000,12,306,5800000,11500000,28000000,9600000,Rejected,Poor,High,Gold,Intermediate,Moderate,1,0,0
197,Jared Adams,1969-12-07,4,Not Graduate,Yes,400000,1500000,2,669,100000,600000,900000,500000,Approved,Good,Low,Bronze,Short Term,High,0,1,1
198,Matthew Smith,1968-07-06,2,Not Graduate,No,2800000,6000000,18,816,6300000,4200000,8000000,3400000,Approved,Excellent,Low-Middle,Bronze,Long Term,Moderate,0,0,1
199,Kristina Jones,1982-04-20,4,Not Graduate,Yes,8500000,28900000,20,455,15200000,5800000,22500000,9400000,Rejected,Poor,High,Gold,Long Term,High,0,1,0
200,Timothy Carroll,1981-12-16,3,Graduate,Yes,4700000,16400000,10,318,11400000,8100000,16200000,4300000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,1,1,0
201,Lori Cohen,2006-03-16,4,Not Graduate,Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,Rejected,Poor,High,Gold,Long Term,High,0,1,0
202,Daryl Perez,1996-07-04,2,Not Graduate,Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000,Rejected,Poor,Low-Middle,Bronze,Long Term,Moderate,0,1,0
203,Craig Davis PhD,1967-04-10,2,Graduate,No,500000,1500000,2,888,1500000,300000,1500000,600000,Approved,Excellent,Low,Bronze,Short Term,Moderate,1,0,1
204,Jeremy Thomas,2000-01-03,2,Graduate,Yes,6900000,15600000,6,352,13000000,5300000,22600000,10000000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,1,1,0
205,Kathleen Rodriguez,2002-04-26,4,Not Graduate,Yes,9600000,30100000,12,870,300000,6700000,38200000,5600000,Approved,Excellent,High,Platinum,Intermediate,High,0,1,1
206,Danielle Garcia,1984-07-15,3,Not Graduate,No,2900000,6500000,18,827,8300000,600000,10400000,3200000,Approved,Excellent,Low-Middle,Bronze,Long Term,Moderate,0,0,1
207,Maria Gonzales,1982-09-15,2,Graduate,No,9800000,20900000,12,768,3400000,10200000,38600000,13400000,Approved,Excellent,High,Gold,Intermediate,Moderate,1,0,1
208,Reginald Ortega,1971-07-30,0,Graduate,No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,Approved,Good,Upper-Middle,Silver,Long Term,Low,1,0,1
209,Tammy Olson,1990-04-23,1,Not Graduate,Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,Rejected,Poor,High,Silver,Intermediate,Low,0,1,0
210,Tom Burgess,1992-11-17,3,Graduate,No,1400000,3300000,2,652,100000,2100000,3500000,1900000,Approved,Good,Low-Middle,Bronze,Short Term,Moderate,1,0,1
211,Joshua Williams,1969-01-10,3,Graduate,No,7800000,15900000,2,665,14400000,900000,27200000,5400000,Approved,Good,High,Silver,Short Term,Moderate,1,0,1
212,Paul Miller,1991-02-07,5,Not Graduate,Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000,Rejected,Poor,Low-Middle,Bronze,Long Term,High,0,1,0
213,Bradley Howard,1974-09-08,2,Not Graduate,No,8500000,32700000,18,471,12600000,9400000,33900000,12500000,Rejected,Poor,High,Platinum,Long Term,Moderate,0,0,0
214,Robert Vega,1997-06-15,5,Not Graduate,No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,Approved,Good,Low-Middle,Bronze,Long Term,High,0,0,1
215,Christian Poole,1970-03-10,2,Not Graduate,Yes,6700000,15200000,10,689,0,8200000,15000000,6800000,Approved,Good,Upper-Middle,Silver,Intermediate,Moderate,0,1,1
216,Benjamin Kim,1971-12-09,3,Graduate,Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,Approved,Excellent,Upper-Middle,Silver,Short Term,Moderate,1,1,1
217,Kelly Levine,1969-08-30,2,Graduate,No,2600000,7800000,4,819,3100000,4300000,5700000,1500000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,1,0,1
218,Denise Perez,1993-06-23,4,Graduate,Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000,Approved,Excellent,High,Gold,Short Term,High,1,1,1
219,Susan Carey,1982-06-15,1,Not Graduate,Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000,Approved,Good,Upper-Middle,Silver,Short Term,Low,0,1,1
220,Scott Williams DDS,1990-09-27,0,Not Graduate,No,3200000,11300000,6,484,3500000,5500000,8500000,2100000,Rejected,Poor,Low-Middle,Silver,Short Term,Low,0,0,0
221,Christina Foster,1979-10-08,4,Not Graduate,No,2900000,10400000,6,673,5100000,1700000,10600000,1700000,Approved,Good,Low-Middle,Silver,Short Term,High,0,0,1
222,Denise Black DDS,1990-10-09,3,Graduate,Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000,Approved,Good,High,Gold,Long Term,Moderate,1,1,1
223,Anthony Arnold,1978-09-16,4,Not Graduate,Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000,Rejected,Poor,Low-Middle,Silver,Intermediate,High,0,1,0
224,Mike Gonzalez,1985-12-06,4,Graduate,Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,1,1,0
225,Rebecca Brown,1989-07-14,3,Not Graduate,Yes,700000,1700000,8,733,1200000,800000,2400000,500000,Approved,Good,Low,Bronze,Intermediate,Moderate,0,1,1
226,Beth Gutierrez,2001-01-02,0,Not Graduate,No,5200000,15600000,20,434,14100000,5800000,18100000,5500000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,0,0
227,Dennis Lynch,1999-10-16,3,Not Graduate,Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,Approved,Excellent,Upper-Middle,Gold,Intermediate,Moderate,0,1,1
228,Jon Caldwell,1987-10-24,4,Graduate,No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,Approved,Excellent,Upper-Middle,Silver,Short Term,High,1,0,1
229,Amy Richmond,1968-02-05,1,Not Graduate,Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,Approved,Good,High,Gold,Intermediate,Low,0,1,1
230,Jeffrey Nelson,1996-03-25,3,Not Graduate,Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Moderate,0,1,0
231,Tamara Kennedy,1983-06-08,1,Graduate,Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,Approved,Average,Low-Middle,Silver,Intermediate,Low,1,1,1
232,David Fernandez,2001-12-14,2,Graduate,No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,Approved,Poor,High,Platinum,Short Term,Moderate,1,0,1
233,Rachel Rich,1983-05-20,0,Not Graduate,Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,Approved,Excellent,Low-Middle,Bronze,Long Term,Low,0,1,1
234,Taylor Johnson,1992-06-24,3,Not Graduate,Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Rejected,Poor,High,Platinum,Intermediate,Moderate,0,1,0
235,Sherri Bonilla,1965-07-07,5,Not Graduate,Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,Approved,Average,Low-Middle,Bronze,Long Term,High,0,1,1
236,Amy Parker,1980-10-02,1,Graduate,Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,Approved,Poor,Upper-Middle,Gold,Short Term,Low,1,1,1
237,Austin Garcia,1965-11-15,3,Graduate,Yes,900000,3500000,4,770,700000,0,2000000,600000,Rejected,Excellent,Low,Bronze,Short Term,Moderate,1,1,0
238,Brandi Peters,1973-04-23,3,Graduate,Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,Approved,Good,Upper-Middle,Silver,Short Term,Moderate,1,1,1
239,Richard Sullivan,1998-06-05,3,Not Graduate,Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,Approved,Average,Upper-Middle,Silver,Intermediate,Moderate,0,1,1
240,Dustin Peck,2002-01-03,5,Graduate,Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,Rejected,Poor,Low-Middle,Silver,Long Term,High,1,1,0
241,Francisco Larson,1963-06-12,2,Graduate,No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,Approved,Excellent,High,Gold,Long Term,Moderate,1,0,1
242,Kelly Singh,2001-07-03,3,Not Graduate,Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,0,1,0
243,Victoria George,1990-04-08,5,Graduate,No,5700000,12900000,18,807,4100000,900000,18600000,5500000,Approved,Excellent,Upper-Middle,Silver,Long Term,High,1,0,1
244,Curtis Ortega,1963-03-16,1,Not Graduate,Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Approved,Excellent,High,Platinum,Long Term,Low,0,1,1
245,Amy Matthews,2004-08-21,2,Not Graduate,No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Approved,Good,Low-Middle,Bronze,Intermediate,Moderate,0,0,1
246,Amanda Becker,1989-11-17,1,Not Graduate,Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Approved,Good,High,Gold,Long Term,Low,0,1,1
247,Andrea Pitts,1963-09-20,2,Not Graduate,No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Approved,Average,High,Gold,Short Term,Moderate,0,0,1
248,Michael Fox,2000-12-01,0,Not Graduate,Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Rejected,Poor,High,Gold,Intermediate,Low,0,1,0
249,Heather Obrien,1982-02-08,0,Graduate,No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Rejected,Poor,High,Gold,Intermediate,Low,1,0,0
250,John Nielsen,1991-12-20,1,Not Graduate,Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Approved,Average,Low-Middle,Bronze,Short Term,Low,0,1,1
251,Jeremy Mendoza,1980-06-15,0,Not Graduate,Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,1,0
252,James Brock,1963-07-17,5,Graduate,No,2600000,9100000,8,852,3700000,700000,10300000,3300000,Approved,Excellent,Low-Middle,Bronze,Intermediate,High,1,0,1
253,Joseph Oneill,1993-12-13,3,Not Graduate,No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Approved,Excellent,Low-Middle,Bronze,Long Term,Moderate,0,0,1
254,Shelly Gonzalez,1987-12-06,0,Graduate,No,8800000,30900000,12,729,1700000,700000,25700000,11400000,Approved,Good,High,Platinum,Intermediate,Low,1,0,1
255,Stephanie Porter,1963-05-17,2,Not Graduate,No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Rejected,Poor,Low-Middle,Bronze,Short Term,Moderate,0,0,0
256,Vincent Miranda,1971-05-26,3,Graduate,Yes,900000,2400000,10,489,800000,0,2800000,500000,Rejected,Poor,Low,Bronze,Intermediate,Moderate,1,1,0
257,Jeff Wilson,1977-04-19,3,Graduate,Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Approved,Excellent,High,Platinum,Short Term,Moderate,1,1,1
258,Brenda Walker,1961-09-29,2,Not Graduate,No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Rejected,Poor,High,Silver,Short Term,Moderate,0,0,0
259,Joseph Leach,1971-04-16,0,Graduate,No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Approved,Good,High,Platinum,Intermediate,Low,1,0,1
260,Angela Fitzgerald PhD,1992-12-28,0,Not Graduate,Yes,300000,1100000,8,789,400000,100000,800000,400000,Approved,Excellent,Low,Bronze,Intermediate,Low,0,1,1
261,Dustin Johnson,1999-07-17,4,Not Graduate,No,2700000,8100000,4,325,5000000,800000,9900000,3400000,Approved,Poor,Low-Middle,Bronze,Short Term,High,0,0,1
262,Carlos Middleton,1988-08-05,3,Graduate,Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Approved,Good,Upper-Middle,Silver,Short Term,Moderate,1,1,1
263,Victoria Richard,1959-09-09,3,Graduate,No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Rejected,Poor,High,Platinum,Long Term,Moderate,1,0,0
264,Billy Huff,1961-08-01,5,Not Graduate,No,9500000,22200000,20,352,24500000,0,30800000,7000000,Rejected,Poor,High,Gold,Long Term,High,0,0,0
265,Craig Cook,1964-04-18,5,Graduate,Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,Approved,Poor,Low-Middle,Silver,Short Term,High,1,1,1
266,Holly Delgado,1991-05-13,0,Graduate,No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Approved,Average,High,Silver,Long Term,Low,1,0,1
267,Jane Kim,1964-10-15,2,Graduate,Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,Approved,Good,Low-Middle,Bronze,Long Term,Moderate,1,1,1
268,David Burgess,2005-06-14,0,Graduate,No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,Approved,Excellent,High,Gold,Intermediate,Low,1,0,1
269,David Wright,1988-03-07,0,Not Graduate,No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,Approved,Average,Upper-Middle,Silver,Intermediate,Low,0,0,1
270,Katherine Miranda,1979-10-05,5,Graduate,Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,Approved,Good,Upper-Middle,Bronze,Short Term,High,1,1,1
271,Stacey Cobb DDS,1998-06-22,5,Not Graduate,No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,Rejected,Poor,Upper-Middle,Silver,Long Term,High,0,0,0
272,Scott Williams,2005-11-08,5,Graduate,No,9400000,27900000,4,870,1100000,200000,29500000,10400000,Approved,Excellent,High,Gold,Short Term,High,1,0,1
273,David Rocha,2002-07-10,3,Graduate,No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Rejected,Poor,High,Gold,Intermediate,Moderate,1,0,0
274,William Sims,1971-04-29,1,Graduate,Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,1,1,0
275,Jared Jennings,1985-04-26,3,Graduate,Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,Approved,Average,Low-Middle,Bronze,Long Term,Moderate,1,1,1
276,Cindy Silva,1963-02-13,1,Not Graduate,No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,Approved,Excellent,Upper-Middle,Gold,Intermediate,Low,0,0,1
277,Gina Andrews,1966-12-08,4,Not Graduate,No,1700000,4000000,6,829,0,1600000,5200000,1700000,Approved,Excellent,Low-Middle,Bronze,Short Term,High,0,0,1
278,Daniel Moon,1975-12-06,0,Not Graduate,No,1500000,4900000,12,651,1600000,2800000,4600000,800000,Approved,Good,Low-Middle,Bronze,Intermediate,Low,0,0,1
279,Christopher Howard,2002-02-24,4,Not Graduate,No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,Approved,Good,Low-Middle,Bronze,Long Term,High,0,0,1
280,Cameron Hodge,1980-03-10,5,Graduate,Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,Rejected,Poor,Low-Middle,Silver,Intermediate,High,1,1,0
281,Timothy Shepherd,1980-09-27,1,Graduate,Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,Approved,Good,Low,Bronze,Intermediate,Low,1,1,1
282,Melanie Black,1993-05-19,1,Graduate,No,6900000,22500000,18,403,800000,8400000,16900000,6300000,Rejected,Poor,Upper-Middle,Gold,Long Term,Low,1,0,0
283,Lisa Ward,1983-05-09,0,Graduate,Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,1,1,0
284,Shelby Parker,2003-04-05,3,Graduate,Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,1,1,0
285,Brian Carpenter,2005-05-30,4,Not Graduate,Yes,600000,1800000,8,417,1700000,700000,1800000,800000,Rejected,Poor,Low,Bronze,Intermediate,High,0,1,0
286,Matthew Schmidt,1960-04-30,1,Not Graduate,No,4700000,14000000,6,468,11300000,1800000,10600000,4600000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,0,0,0
